x,y
36.14579,128.77248
36.14448,128.76004
36.15037,128.77788
36.97416,126.64368
37.24351,128.74344
38.11634,128.01324
38.1089,126.87384
38.30074,128.06538
38.29893,128.04785
38.34407,128.17598
38.3434,128.16957
38.34734,128.16901
38.35189,128.17432
38.54062,128.31509
38.54001,128.30905
38.55843,128.33165
38.56243,128.33133
38.57104,128.33656
38.575,128.33583
38.58626,128.32742
38.59023,128.32672
38.59295,128.3139
39.58522,126.70071
39.58587,126.70646
39.58955,126.7055
39.58892,126.69997
39.58831,126.69453
39.59204,126.694
39.59577,126.69345
39.59518,126.68823
39.59888,126.68743
39.59946,126.69259
39.59829,126.68218
39.60255,126.68645
39.61054,126.69012
39.60993,126.68469
39.6149,126.69513
39.61426,126.68951
39.61363,126.68396
39.618,126.68904
39.61609,126.69295
39.61547,126.68732
40.88195,128.9194
40.72314,126.74443
41.77667,126.02068
41.78773,126.0183
41.161,129.34943
38.60146,128.32765
38.59797,128.32706
38.59449,128.32628
38.59515,128.32117
38.59261,128.34081
38.59235,128.31523
38.59168,128.32036
38.59103,128.32547
38.5752,128.33739
38.55309,128.34279
38.55371,128.33794
38.55023,128.33728
38.54961,128.34209
38.55163,128.34567
38.55291,128.33595
38.55228,128.34081
38.54879,128.34016
38.54593,128.33473
38.5453,128.33954
38.53964,128.32829
38.53899,128.33325
38.53683,128.32248
38.53617,128.3275
38.5355,128.3326
38.53819,128.31223
38.53405,128.31654
38.53336,128.32175
38.53472,128.3114
38.53269,128.32687
38.36142,128.17845
38.35732,128.18256
38.35857,128.17276
38.3551,128.17189
38.35384,128.18173
38.35811,128.17096
38.35682,128.18074
38.35618,128.18559
38.354,128.17502
38.35271,128.18475
38.35244,128.15959
38.34988,128.17908
38.34835,128.16345
38.34487,128.16269
38.30043,128.06276
38.29979,128.06775
38.29894,128.04626
38.12252,128.01534
38.11901,128.01469
37.597,129.0144
37.59362,129.01369
37.48655,129.0545
37.4838,129.04927
37.42644,129.17845
37.42371,129.17325
37.22979,128.32347
37.20422,128.30356
37.18732,128.32428
37.02349,128.3243
36.98516,126.68856
36.98257,126.70992
36.98151,126.68787
36.98086,126.69321
36.86029,127.42963
36.15682,128.77087
36.15619,128.77539
36.148,128.75977
36.14549,128.7776
36.14463,128.75905
36.14275,128.77242
36.13456,128.75677
36.02913,129.39687
36.02644,129.39182
36.02581,129.39613
36.02106,129.3817
36.01981,129.39034
36.01891,129.37947
36.01828,129.38379
36.00896,129.37726
36.00769,129.38588
36.00642,129.39452
36.00374,129.38947
36.0031,129.39378
36.00233,129.37578
36.00169,129.3801
35.99915,129.39734
35.08368,128.99014
35.29044,126.77966
33.94359,130.82689
33.92421,130.84064
33.92228,130.83156
33.9216,130.83571
33.91899,130.83078
33.91695,130.84322
33.87987,130.75708
33.87137,130.74651
