x,y
33.14545,130.91446
33.14887,130.91364
33.79876,130.99129
36.85186,126.248
40.97364,129.50156
40.97774,129.50533
40.97697,129.50067
40.98183,129.50911
40.98106,129.50441
40.98029,129.49983
40.9857,129.38582
41.31444,129.32224
41.31855,129.32597
41.31777,129.32133
41.32109,129.3204
41.32031,129.31573
41.32187,129.32504
41.31953,129.31107
41.32362,129.31476
42.46954,129.77075
42.28284,126.0543
42.3206,125.25411
42.86476,131.44249
42.86523,131.43463
41.36915,129.58899
41.36895,129.59332
40.5737,126.89608
39.44617,126.02042
37.59402,129.0143
37.59893,129.01231
37.59345,129.01205
37.48684,129.05473
37.48163,129.04994
37.48639,129.05576
37.48145,129.04698
37.42476,129.17488
37.0135,128.33179
37.01054,128.33266
36.98709,126.68702
36.98667,126.69863
36.98623,126.71043
36.98558,126.72773
36.98094,126.68659
36.98008,126.70995
36.98822,126.68818
36.98772,126.69976
36.98647,126.72882
36.98207,126.68778
36.98107,126.7111
36.00992,129.38586
36.0044,129.38933
36.00653,129.37408
36.00543,129.38995
35.97514,129.36703
35.85618,127.07451
35.08318,128.98866
35.08524,128.99054
35.0799,128.99002
34.92692,127.73701
34.92664,127.74175
34.92637,127.74646
34.9261,127.75121
34.92092,127.74127
34.92065,127.74601
34.91956,127.76481
34.91929,127.76947
34.9152,127.74075
42.86447,131.43903
42.94184,125.18558
42.67666,125.91628
42.67621,125.92184
42.92997,124.49472
42.29602,127.05122
42.89128,124.42397
42.71206,124.99827
42.57611,124.88856
42.57704,124.88789
42.3576,125.27613
41.73407,124.85926
40.5593,124.18287
39.4436,126.01879
37.42738,129.17967
37.42353,129.17078
37.48116,129.04631
37.22851,128.32214
37.20369,128.30054
37.08399,128.28296
37.01243,128.34016
36.91938,128.67012
37.0141,128.33429
34.92785,127.74723
34.92647,127.75221
34.92498,127.73489
34.92359,127.73988
34.9222,127.74487
34.92952,127.74958
34.92816,127.75459
34.92659,127.73719
34.92387,127.74717
