x,y
40.97531,129.50081
40.98127,129.49988
40.97974,129.49449
40.97561,129.49818
40.97722,129.50365
40.9832,129.50273
40.98168,129.49753
35.68109,126.89352
36.90513,128.66776
36.9046,128.66116
36.90984,128.66704
36.90932,128.66052
36.90605,128.6657
36.91077,128.66498
36.9826,126.6893
38.5329,125.80829
39.40011,127.4509
40.97559,129.50369
40.98093,129.50636
41.31488,129.32596
41.31464,129.32175
41.31441,129.31749
41.31995,129.32448
41.31951,129.31641
41.31928,129.31245
41.3202,129.32901
41.31973,129.32039
42.10724,124.93309
42.70261,130.21016
42.8657,131.43712
42.86487,131.44186
42.8624,131.43607
42.86158,131.44083
42.94207,125.19038
42.68127,125.4128
42.66813,125.30585
42.30206,127.04295
42.30009,127.05759
42.29671,127.05676
42.29687,127.05466
42.56748,124.22411
42.32588,125.24497
42.32358,125.23313
42.12149,125.27345
41.36778,129.58972
41.36705,129.59425
41.7847,126.02206
41.77716,126.01826
41.73462,124.86332
41.49699,125.78576
41.4878,125.77293
41.48721,125.7768
41.35419,125.18751
41.33794,125.26183
41.33979,125.26097
40.57353,126.89911
39.67156,126.93344
39.44455,126.02308
37.59707,129.01483
37.59379,129.01395
37.4844,129.05525
37.48185,129.04999
37.42545,129.18086
37.4229,129.17558
37.22858,128.32437
37.20474,128.30237
37.08496,128.28249
37.02752,128.3215
37.02354,128.32495
37.01163,128.33533
36.91902,128.67168
36.9129,128.68799
36.86459,126.5785
35.08288,128.99077
35.09778,128.86375
35.28957,126.7811
34.92688,127.73833
34.92552,127.74668
34.92144,127.77174
34.92224,127.74589
34.91896,127.74511
34.84988,127.70849
33.92603,130.84111
33.79853,130.99046
