x,y
37.73033,125.28598
37.72936,125.28966
42.20692,129.19856
42.78325,131.35008
42.78177,131.34074
42.78654,131.34912
42.79672,131.3266
42.79524,131.31726
42.80297,131.34431
42.80149,131.33499
42.8,131.32564
42.79852,131.31628
42.80477,131.33401
42.80329,131.32468
42.80806,131.33307
42.80732,131.32838
42.8106,131.32744
42.80838,131.3134
42.81388,131.32646
42.81643,131.32083
42.85831,129.38174
42.82857,131.35475
42.6166,130.93398
42.61639,130.93893
39.44468,126.02152
39.44626,126.02397
37.59868,129.01163
37.48611,129.05611
37.42159,129.17348
37.42401,129.17096
42.61606,130.93649
42.61492,130.94058
42.61604,130.93909
42.48618,127.38472
42.31857,125.24977
41.77796,126.0187
41.73539,124.8868
39.44373,126.02116
37.42585,129.1721
37.42458,129.17682
37.42073,129.16922
37.20395,128.30023
37.08501,128.28304
37.00988,128.34027
36.9885,126.72663
35.28848,126.77818
