x,y
37.73033,125.28598
37.72936,125.28966
42.20692,129.19856
42.78325,131.35008
42.78177,131.34074
42.78654,131.34912
42.79672,131.3266
42.79524,131.31726
42.80297,131.34431
42.80149,131.33499
42.8,131.32564
42.79852,131.31628
42.80477,131.33401
42.80329,131.32468
42.80806,131.33307
42.80732,131.32838
42.8106,131.32744
42.80838,131.3134
42.81388,131.32646
42.81643,131.32083
42.85831,129.38174
42.82857,131.35475
42.6166,130.93398
42.61639,130.93893
39.44468,126.02152
39.44626,126.02397
37.59868,129.01163
37.48611,129.05611
37.42159,129.17348
37.42401,129.17096
42.61606,130.93649
42.61492,130.94058
42.61604,130.93909
42.48618,127.38472
42.31857,125.24977
41.77796,126.0187
41.73539,124.8868
39.44373,126.02116
37.42585,129.1721
37.42458,129.17682
37.42073,129.16922
37.20395,128.30023
37.08501,128.28304
37.00988,128.34027
36.9885,126.72663
35.28848,126.77818
38.38686,127.20024
38.70666,125.30931
42.61729,130.94266
42.7991,131.31012
42.83324,131.36215
42.7163,130.74698
42.83286,131.36044
42.71677,130.74535
38.88389,125.71657
39.44384,126.02261
39.88288,124.3782
41.41172,128.34425
41.41163,128.33658
35.99696,129.39444
35.9968,129.39938
33.80177,130.99025
33.79848,130.9911
42.32526,125.24229
42.32277,125.2364
42.32024,125.25089
41.95418,126.56493
41.87462,126.36209
41.77819,126.0178
41.71898,124.82885
40.67007,129.19937
41.3927,125.47563
40.04288,124.31737
39.26098,127.36068
39.44448,126.02067
37.42553,129.17279
37.42142,129.17099
37.22929,128.32016
37.56721,126.62933
37.56766,126.62866
37.20533,128.30034
37.48302,126.63776
37.08558,128.28146
37.02502,128.3205
37.01191,128.34055
36.98754,126.69988
36.98263,126.70444
36.98146,126.71021
36.98236,126.68595
36.9812,126.69172
36.9528,126.61546
36.86235,126.5795
36.03319,129.41454
36.01753,129.38002
36.00881,129.37694
36.00758,129.38226
36.00444,129.37541
36.00198,129.38606
36.00073,129.39142
35.99948,129.3968
36.00007,129.3739
35.97493,129.36967
35.20335,128.60588
35.08377,128.98779
35.08206,128.98627
35.09602,128.86116
33.78226,131.00061
