x,y
33.79912,130.99078
34.17108,131.21992
34.16827,131.21803
35.08157,128.98871
34.91327,127.75285
34.91994,127.75145
34.91933,127.74717
34.92722,127.75432
35.09693,128.86464
34.90972,127.51257
35.09957,128.83162
35.36797,126.51148
36.00319,129.37866
36.01022,129.37735
35.88926,126.66889
35.97231,126.61159
36.8554,127.48088
41.30553,129.62076
36.98951,126.69786
36.98132,126.69153
34.17031,131.21985
34.17093,131.21545
33.94957,131.22794
33.94895,131.2323
33.9458,130.82719
33.94238,130.82652
33.91534,130.84413
33.80093,130.99225
33.79752,130.99155
33.78207,131.00204
33.63006,130.76707
33.35149,126.69471
