x,y
40.97531,129.50081
40.98127,129.49988
40.97974,129.49449
40.97561,129.49818
40.97722,129.50365
40.9832,129.50273
40.98168,129.49753
35.68109,126.89352
36.90513,128.66776
36.9046,128.66116
36.90984,128.66704
36.90932,128.66052
36.90605,128.6657
36.91077,128.66498
36.9826,126.6893
38.5329,125.80829
39.40011,127.4509
40.97559,129.50369
40.98093,129.50636
41.31488,129.32596
41.31464,129.32175
41.31441,129.31749
41.31995,129.32448
41.31951,129.31641
41.31928,129.31245
41.3202,129.32901
41.31973,129.32039
42.10724,124.93309
42.70261,130.21016
42.8657,131.43712
42.86487,131.44186
42.8624,131.43607
42.86158,131.44083
42.94207,125.19038
42.68127,125.4128
42.66813,125.30585
42.30206,127.04295
42.30009,127.05759
42.29671,127.05676
42.29687,127.05466
42.56748,124.22411
42.32588,125.24497
42.32358,125.23313
42.12149,125.27345
41.36778,129.58972
41.36705,129.59425
41.7847,126.02206
41.77716,126.01826
41.73462,124.86332
41.49699,125.78576
41.4878,125.77293
41.48721,125.7768
41.35419,125.18751
41.33794,125.26183
41.33979,125.26097
40.57353,126.89911
39.67156,126.93344
39.44455,126.02308
37.59707,129.01483
37.59379,129.01395
37.4844,129.05525
37.48185,129.04999
37.42545,129.18086
37.4229,129.17558
37.22858,128.32437
37.20474,128.30237
37.08496,128.28249
37.02752,128.3215
37.02354,128.32495
37.01163,128.33533
36.91902,128.67168
36.9129,128.68799
36.86459,126.5785
35.08288,128.99077
35.09778,128.86375
35.28957,126.7811
34.92688,127.73833
34.92552,127.74668
34.92144,127.77174
34.92224,127.74589
34.91896,127.74511
34.84988,127.70849
33.92603,130.84111
33.79853,130.99046
34.17049,131.21748
34.91162,127.7569
34.91042,127.74763
34.91689,127.77019
34.9214,127.75029
34.92546,127.75427
34.92486,127.74963
34.92425,127.74499
34.92365,127.74034
35.08305,128.98975
36.42782,126.54762
37.01286,128.33501
36.98142,126.71218
36.9836,126.70228
38.33064,126.29393
38.62919,127.55849
38.62763,127.55663
39.3393,126.04706
40.60677,124.68832
40.64157,124.31078
41.25573,124.3556
41.25508,124.35096
42.15983,125.41308
42.21276,125.4685
42.29063,125.56266
42.29599,125.57716
42.29494,125.54073
42.29042,125.50496
42.16845,124.49731
42.3117,125.50544
42.31792,125.49884
42.3261,125.50743
42.37139,125.37416
42.37481,125.37334
42.38489,125.39707
42.65865,125.68351
42.55331,124.86243
42.81211,124.96868
42.83726,124.97328
42.84567,124.95859
42.84502,124.95356
42.92451,124.94498
42.94227,124.92004
42.93631,124.87494
42.94567,124.91921
42.95192,124.889
42.96053,124.92847
42.95922,124.9184
42.91109,124.52512
42.97218,124.91014
42.97152,124.90512
42.97492,124.90427
42.98157,124.9285
42.98771,124.92181
42.98706,124.91682
43.00065,124.91351
42.99868,124.89841
43.00273,124.90259
43.00208,124.89758
42.94616,124.47577
42.916,124.12991
42.91776,124.13122
42.58379,124.21266
42.40329,124.39717
42.39281,124.41019
39.4467,126.02297
39.44249,126.02226
37.59619,129.01109
37.59554,129.01622
37.48625,129.05554
37.48333,129.04987
37.4272,129.17795
37.42429,129.17235
37.01361,128.33376
36.02822,129.39717
36.02539,129.39175
36.02477,129.39645
36.01973,129.38092
36.01627,129.38023
36.00998,129.37413
36.00873,129.38356
36.00811,129.38826
36.00436,129.41641
36.00465,129.38756
36.00403,129.39226
36.00216,129.40636
35.99932,129.40096
35.4449,129.34048
35.20091,128.60968
35.20165,128.60791
35.12955,128.85513
35.08298,128.9915
35.09974,128.86386
34.92711,127.75264
34.9241,127.74679
34.92536,127.73635
34.92473,127.74157
34.92093,127.77274
34.92489,127.70955
34.92044,127.74612
34.91758,127.7082
34.91377,127.73958
34.85116,127.70641
34.84317,127.7106
34.17112,131.21851
33.97057,131.17223
33.95381,131.23674
33.9518,131.22777
33.94788,131.23117
33.94475,130.82866
33.94145,130.82793
33.92577,130.84166
33.92639,130.83751
33.9231,130.83681
33.92292,130.81532
33.92105,130.82777
33.91855,130.84439
33.91525,130.84367
33.88075,130.75653
33.80091,130.99152
33.79762,130.99078
33.78257,131.00029
33.63116,130.76514
42.86644,125.33018
42.86068,125.34833
42.86073,125.32674
42.85882,125.33274
42.85319,125.32906
42.83602,125.31882
42.82844,125.32121
42.79496,125.42577
42.79337,125.38804
42.78741,125.40658
42.79536,125.38184
42.79134,125.39433
42.78934,125.4006
42.85381,125.32747
42.83477,125.3232
42.78852,125.40529
42.79442,125.38659
42.79243,125.39291
42.79045,125.3992
42.78671,125.38939
42.78294,125.40134
42.78101,125.40745
42.79063,125.37696
42.78868,125.38312
42.78482,125.39539
43.00326,124.62975
43.00167,124.63494
42.99538,124.6128
42.99208,124.62351
42.87751,124.9072
42.85345,124.92006
42.78283,125.14372
42.97233,124.4409
42.97073,124.44616
42.96523,124.44288
42.70325,125.18115
42.89487,124.41784
42.89545,124.42225
42.89003,124.41869
42.68735,124.9713
42.53862,124.41012
42.22114,125.18311
42.50055,124.22521
42.49762,124.22075
39.44787,126.02129
