x,y
34.35675,131.27081
35.0844,128.9911
34.81327,127.66181
34.9233,127.74445
36.03074,129.4151
36.77519,126.63483
36.7793,126.62851
36.78256,126.64081
36.78143,126.63656
36.78035,126.63247
36.77828,126.6247
36.78763,126.63811
36.78653,126.63397
36.78445,126.62614
36.79395,126.64014
36.98258,126.69146
38.00177,126.82081
38.00077,126.81699
38.14656,127.23828
38.39268,127.98898
38.18362,126.84915
39.44445,126.0227
40.69442,128.40831
40.91405,127.90417
40.91255,127.89801
40.91728,127.89742
42.16994,129.7706
42.21464,125.52153
42.18771,125.39964
42.26773,125.49953
42.26675,125.49579
42.22629,125.23846
42.34486,125.57095
42.35321,125.65742
42.33776,125.51801
42.30785,125.36412
42.36181,125.48759
42.36085,125.48392
42.72705,125.15468
42.83997,125.19439
42.83801,125.187
42.81103,124.86
42.82742,124.86019
42.85615,124.92992
42.9459,124.96191
42.9507,124.95963
42.94968,124.9558
42.90328,124.58212
42.92001,124.5006
42.91893,124.49659
42.95932,124.62671
42.94585,124.55571
42.96032,124.54797
42.95767,124.54644
35.86932,126.83391
36.39292,126.99274
36.39902,126.99232
37.70175,127.15865
37.72335,127.23709
37.72766,127.23852
38.00246,126.83275
38.00223,126.82686
38.002,126.82092
38.00177,126.81493
38.00857,126.83235
38.0088,126.83832
38.00811,126.8206
38.01516,126.84406
38.01492,126.83799
38.01423,126.82027
38.01469,126.83192
38.01446,126.82608
38.00274,126.83192
38.00254,126.82604
38.00234,126.82008
38.00214,126.8141
38.00885,126.83152
38.00904,126.83747
38.00846,126.81973
38.01537,126.84319
38.01516,126.83707
38.01477,126.82525
38.30342,128.06845
38.30327,128.062
38.24146,125.628
38.24123,125.6232
39.89777,124.11408
40.91463,127.9079
41.2295,124.44603
41.45808,124.24253
42.23246,125.35781
42.25363,125.45791
42.26334,125.40148
42.26312,125.39568
42.26216,125.40131
42.26198,125.39548
42.27172,125.33369
42.28338,125.3327
42.29361,125.4668
42.29162,125.40527
42.29931,125.4611
42.29676,125.38332
42.31033,125.43853
42.32618,125.38652
42.3311,125.3593
42.33091,125.35381
42.3387,125.4089
42.33695,125.35916
42.34299,125.36446
42.34516,125.42585
42.34378,125.38657
42.34339,125.37554
42.34319,125.37003
42.35143,125.43698
42.35063,125.41439
42.34904,125.36975
42.34884,125.36416
42.3573,125.43671
42.35489,125.36939
42.37759,125.68033
42.3376,125.40772
42.34397,125.42467
42.3428,125.38538
42.34247,125.37434
42.3423,125.36882
42.34214,125.36324
42.34196,125.35764
42.35017,125.43584
42.34832,125.37411
42.34815,125.36852
42.34798,125.36291
42.35621,125.44118
42.35604,125.43555
42.68579,125.70377
42.69405,125.77441
42.69062,125.77805
42.74128,125.1304
33.95037,131.2236
33.91685,130.84073
33.80156,130.98964
33.80436,130.9892
33.79771,130.98851
43.00214,125.6985
42.98794,125.5806
42.99833,125.50223
42.9886,125.16783
42.98613,125.10169
42.95879,125.25921
42.89518,125.62055
42.88044,125.70324
42.65755,126.8923
42.90242,125.52034
42.96885,125.12121
42.87511,125.63446
42.87883,125.5741
42.54698,127.29316
42.95154,125.08063
42.94085,125.06214
42.9488,124.96252
42.52323,127.30579
42.82895,125.59159
42.56802,126.93626
42.995,124.50532
42.76968,125.72672
42.84418,125.28594
42.77025,125.5263
42.78948,125.31888
42.82302,125.08768
42.74613,125.52362
42.74267,125.54296
42.68104,125.88424
42.68015,125.88914
42.8213,125.08463
42.7487,125.50154
42.68021,125.88681
42.72743,125.6021
42.7241,125.60103
42.72324,125.6059
42.72077,125.59997
42.82529,124.98056
42.71239,125.60754
42.65855,125.86921
42.69117,125.66745
42.6658,125.80919
42.64406,125.89053
42.62732,125.88496
42.66799,125.63924
42.62486,125.87892
42.66133,125.63707
42.61906,125.87178
42.77348,124.97906
42.70364,125.35939
42.65467,125.6349
42.6538,125.63976
42.65206,125.64944
42.65047,125.63865
42.6496,125.6435
42.64873,125.64835
42.65648,125.48689
42.44556,126.63279
42.44066,126.65858
42.69153,125.26936
42.67285,125.37504
42.66002,125.44724
42.44213,126.63165
42.44114,126.63687
42.43673,126.64091
42.67811,125.30571
42.66023,125.40659
42.65253,125.44989
42.65081,125.45951
42.42941,126.66024
42.42861,126.65829
42.66028,125.35882
42.63913,125.47921
42.58031,125.8102
42.42807,126.64172
42.66203,125.32887
42.57433,125.82381
42.42658,126.63022
42.42368,126.64574
42.42272,126.65087
42.42081,126.66106
42.6945,125.12222
42.65955,125.32301
42.65703,125.33743
42.6545,125.35188
42.65366,125.35667
42.63675,125.45293
42.63589,125.45775
42.65372,125.33636
42.41493,126.65359
42.41443,126.63682
42.64872,125.34492
42.41539,126.63174
42.41347,126.64197
42.41249,126.64717
42.41197,126.63056
42.41101,126.63564
42.41293,126.62543
42.41005,126.64079
42.65637,125.2612
42.58213,125.68142
42.40854,126.62946
42.40759,126.63454
42.57459,125.68406
42.65731,125.19581
42.59992,125.50228
42.50216,126.04566
42.31148,127.06328
42.59831,125.49153
42.49271,126.05829
42.62564,125.29691
42.65656,125.09998
42.58577,125.5028
42.30381,127.02625
42.29871,127.05275
42.62407,125.26605
42.64165,125.14555
42.63249,125.19805
42.62076,125.26498
42.57998,125.49579
42.57912,125.50063
42.55315,125.64604
42.29071,127.05583
42.58865,125.42718
42.27803,127.10221
42.58191,125.44536
42.5802,125.455
42.57849,125.46465
