x,y
40.97531,129.50081
40.98127,129.49988
40.97974,129.49449
40.97561,129.49818
40.97722,129.50365
40.9832,129.50273
40.98168,129.49753
35.68109,126.89352
36.90513,128.66776
36.9046,128.66116
36.90984,128.66704
36.90932,128.66052
36.90605,128.6657
36.91077,128.66498
36.9826,126.6893
38.5329,125.80829
39.40011,127.4509
40.97559,129.50369
40.98093,129.50636
41.31488,129.32596
41.31464,129.32175
41.31441,129.31749
41.31995,129.32448
41.31951,129.31641
41.31928,129.31245
41.3202,129.32901
41.31973,129.32039
42.10724,124.93309
42.70261,130.21016
42.8657,131.43712
42.86487,131.44186
42.8624,131.43607
42.86158,131.44083
42.94207,125.19038
42.68127,125.4128
42.66813,125.30585
42.30206,127.04295
42.30009,127.05759
42.29671,127.05676
42.29687,127.05466
42.56748,124.22411
42.32588,125.24497
42.32358,125.23313
42.12149,125.27345
41.36778,129.58972
41.36705,129.59425
41.7847,126.02206
41.77716,126.01826
41.73462,124.86332
41.49699,125.78576
41.4878,125.77293
41.48721,125.7768
41.35419,125.18751
41.33794,125.26183
41.33979,125.26097
40.57353,126.89911
39.67156,126.93344
39.44455,126.02308
37.59707,129.01483
37.59379,129.01395
37.4844,129.05525
37.48185,129.04999
37.42545,129.18086
37.4229,129.17558
37.22858,128.32437
37.20474,128.30237
37.08496,128.28249
37.02752,128.3215
37.02354,128.32495
37.01163,128.33533
36.91902,128.67168
36.9129,128.68799
36.86459,126.5785
35.08288,128.99077
35.09778,128.86375
35.28957,126.7811
34.92688,127.73833
34.92552,127.74668
34.92144,127.77174
34.92224,127.74589
34.91896,127.74511
34.84988,127.70849
33.92603,130.84111
33.79853,130.99046
34.17049,131.21748
34.91162,127.7569
34.91042,127.74763
34.91689,127.77019
34.9214,127.75029
34.92546,127.75427
34.92486,127.74963
34.92425,127.74499
34.92365,127.74034
35.08305,128.98975
36.42782,126.54762
37.01286,128.33501
36.98142,126.71218
36.9836,126.70228
38.33064,126.29393
38.62919,127.55849
38.62763,127.55663
39.3393,126.04706
40.60677,124.68832
40.64157,124.31078
41.25573,124.3556
41.25508,124.35096
42.15983,125.41308
42.21276,125.4685
42.29063,125.56266
42.29599,125.57716
42.29494,125.54073
42.29042,125.50496
42.16845,124.49731
42.3117,125.50544
42.31792,125.49884
42.3261,125.50743
42.37139,125.37416
42.37481,125.37334
42.38489,125.39707
42.65865,125.68351
42.55331,124.86243
42.81211,124.96868
42.83726,124.97328
42.84567,124.95859
42.84502,124.95356
42.92451,124.94498
42.94227,124.92004
42.93631,124.87494
42.94567,124.91921
42.95192,124.889
42.96053,124.92847
42.95922,124.9184
42.91109,124.52512
42.97218,124.91014
42.97152,124.90512
42.97492,124.90427
42.98157,124.9285
42.98771,124.92181
42.98706,124.91682
43.00065,124.91351
42.99868,124.89841
43.00273,124.90259
43.00208,124.89758
42.94616,124.47577
