x,y
38.16451,128.17387
38.16499,128.17325
38.3063,128.06696
38.00074,126.81431
38.00075,126.81518
37.99872,126.80865
38.05391,126.84922
38.12938,126.95757
38.13368,126.94856
38.13182,126.94241
38.1416,126.95144
38.13974,126.94534
38.13249,126.89814
38.13454,126.9049
38.13055,126.95978
38.12859,126.95345
38.1329,126.94459
38.14272,126.95353
38.14081,126.94733
38.12511,126.89655
38.13342,126.90058
38.45527,127.93974
38.6912,127.85896
38.55089,126.78342
38.55146,126.78255
38.60002,126.09473
42.37247,125.52748
42.36325,125.47564
42.37253,125.52767
42.36308,125.47607
42.37096,125.39281
36.13597,128.77161
36.13568,128.76738
36.13744,128.77052
36.13716,128.76617
37.13919,126.75647
37.9947,126.82313
37.99841,126.80978
38.00311,126.80917
37.99659,126.82853
37.99613,126.82214
37.99567,126.81577
37.9952,126.80937
37.99992,126.80878
38.05471,126.84113
38.05994,126.84724
38.05944,126.84064
38.15844,127.65765
38.11014,126.87903
38.12059,126.89038
38.12582,126.89598
38.15968,127.66188
38.11121,126.882
38.11074,126.87559
38.12159,126.89337
38.12725,126.90545
38.12678,126.89893
38.12631,126.89249
38.13244,126.91101
38.13198,126.90466
38.13152,126.89825
38.13672,126.90398
38.14488,126.95004
38.30258,128.06592
38.30619,128.06532
38.34092,127.05647
38.34074,127.06117
38.34032,127.05508
38.3451,127.05428
38.44989,127.94396
38.44966,127.94035
38.44943,127.93681
38.45475,127.94044
38.45453,127.9371
38.45432,127.93385
38.54816,128.31787
38.54797,128.3147
38.54778,128.31145
38.55315,128.31462
38.55296,128.31137
38.66988,127.84221
38.66968,127.8391
39.06607,127.66505
39.06562,127.65816
39.07116,127.66596
39.07068,127.65862
39.26636,125.73827
39.46645,126.70014
39.46606,126.69494
39.47162,126.70523
39.47084,126.69466
39.47123,126.69997
39.46695,126.69968
39.46658,126.69447
39.47209,126.70477
39.47136,126.69412
39.44189,126.02487
39.69075,126.93409
39.73607,127.2267
39.74104,127.22691
39.74051,127.21935
39.69428,126.93113
39.69474,126.93808
39.73792,127.22457
39.74345,127.23368
39.7429,127.22521
39.74242,127.21768
39.74841,127.23373
39.74738,127.21797
40.55789,124.15125
42.40556,125.46119
42.41014,125.46043
42.6028,126.01519
42.60202,125.80401
42.6072,125.81014
42.60362,126.01486
42.59888,125.79721
42.59844,125.79057
42.60447,125.81002
42.60402,125.80335
42.60917,125.80948
42.93924,130.43303
42.78288,125.53841
42.78261,125.54137
42.73716,125.54031
42.82029,124.71369
42.71202,125.51859
42.68939,125.37672
42.3119,127.07141
42.3097,127.01762
42.30084,127.054
42.29894,127.04387
42.29755,127.05313
42.25562,127.33102
42.29427,127.05223
42.28961,127.06052
42.28473,127.0931
42.30141,126.98148
42.29932,126.99548
42.28839,127.04581
42.28145,127.09221
42.28075,127.09684
42.2936,126.96502
42.29292,126.96963
42.29154,126.9789
42.28962,126.96875
42.27091,127.09418
42.27871,127.01912
42.28356,126.98656
42.27543,127.01819
42.27077,127.02649
42.26818,127.02096
42.26749,127.02557
42.64399,124.21645
42.2649,127.02003
42.63559,124.22581
42.16515,127.34307
42.3941,125.19805
42.36867,125.28803
42.49525,124.14175
42.32501,125.24619
42.36305,124.59473
42.36542,124.59934
42.04852,124.74046
42.05184,124.14276
42.05117,124.14817
42.00878,124.39935
42.02125,124.18493
42.02059,124.1902
41.91673,124.75696
41.89877,124.15564
41.53447,125.79841
41.45182,125.61272
40.88018,128.91989
39.71074,126.95168
39.71004,126.95609
39.70866,126.96493
39.70747,126.9508
39.70677,126.95522
39.70539,126.96407
39.70281,126.95878
39.69886,126.96233
39.69816,126.96674
39.69697,126.95263
39.69647,126.93408
39.60151,126.86539
39.47591,126.01252
39.44428,126.02035
38.5908,128.3349
38.59002,128.33939
38.58827,128.32945
38.5875,128.33394
38.58672,128.33842
38.58495,128.32857
38.58342,128.33745
38.58264,128.34198
38.5824,128.32323
38.58011,128.33653
38.58545,128.3055
38.58469,128.30995
38.58163,128.3277
38.58087,128.33214
38.57934,128.34102
38.58214,128.30457
38.58137,128.30904
38.57985,128.3179
38.57909,128.32234
38.5768,128.33563
38.58061,128.31348
38.57603,128.3401
38.57883,128.30368
38.57806,128.30812
38.57654,128.317
38.57423,128.33037
38.57552,128.30275
38.57475,128.30724
38.57398,128.31169
38.57322,128.31612
38.57093,128.32945
38.57245,128.32059
38.57168,128.32503
38.57221,128.30182
38.57143,128.30635
38.5699,128.31525
38.56838,128.3241
38.56761,128.32852
38.57067,128.31078
38.56914,128.31967
38.56813,128.3054
38.56507,128.32312
38.56659,128.31433
38.56583,128.31874
38.56431,128.32758
38.56102,128.32658
38.56178,128.32216
38.55848,128.3212
38.55772,128.32559
38.55695,128.33003
38.55922,128.31683
38.55366,128.32903
38.55287,128.33359
38.55442,128.32463
38.55035,128.32809
38.54958,128.3326
38.55111,128.32368
38.55082,128.30522
38.54781,128.32272
38.54705,128.32712
38.54674,128.30876
38.54599,128.31313
38.54449,128.32182
38.54751,128.30431
38.54374,128.32622
38.54192,128.31662
38.54267,128.31224
38.54117,128.32098
38.54041,128.32538
38.46051,127.93421
38.45979,127.93853
38.44995,127.9356
38.4492,127.93999
38.44666,127.93465
38.35076,128.17331
38.34744,128.17247
38.30135,128.06448
38.30028,128.05051
38.16264,128.17302
38.13837,128.03874
38.13506,128.03784
38.131,128.04143
38.13251,128.03252
38.12922,128.03162
38.12769,128.04054
38.12667,128.02625
38.12591,128.0307
38.12337,128.02533
38.12082,128.01999
38.11827,128.01463
38.11752,128.01909
38.11573,128.00928
38.11498,128.01367
38.11244,128.00833
38.10938,128.02626
38.11015,128.02177
38.10913,128.00745
38.10988,128.00305
38.10583,128.00658
38.10326,128.00133
38.10023,128.0191
38.09995,128.00046
38.09771,128.01367
38.09439,128.01283
38.09184,128.00754
38.09108,128.01199
38.08928,128.00227
38.08852,128.0067
37.99311,126.82585
37.42209,129.17143
37.57027,126.63107
37.23087,128.32358
37.49166,126.63174
37.49029,126.64034
37.20574,128.30087
37.18433,128.3232
37.08496,128.28368
37.02606,128.31967
37.01283,128.33493
36.9877,126.7299
36.98859,126.70342
36.98392,126.71114
36.9867,126.69405
36.98531,126.70261
36.98342,126.69322
36.98412,126.68894
36.98204,126.70176
36.98134,126.70605
36.98064,126.71032
36.98083,126.68813
36.98014,126.69238
36.95456,126.61698
36.86165,126.58037
36.15464,128.77118
36.1538,128.77576
36.15548,128.76662
36.15208,128.76562
36.15038,128.77487
36.15123,128.77023
36.15282,128.76793
36.15199,128.77254
36.15115,128.77719
36.14941,128.767
36.15024,128.76239
36.14856,128.77167
36.14682,128.76144
36.146,128.76604
36.14514,128.77077
36.03093,129.39474
36.14341,128.76051
36.14173,128.76984
36.14,128.75955
36.13832,128.76888
36.02394,129.39275
36.13657,128.7587
36.13576,128.76317
36.13489,128.76802
36.1323,128.7625
36.13313,128.75792
36.13144,128.76727
36.0021,129.39162
35.99678,129.40039
35.97692,129.36909
35.20348,128.60292
35.08406,128.98853
35.10173,128.87337
35.42736,127.01024
35.29161,126.78101
34.92424,127.73804
33.91586,130.84195
33.88008,130.75606
33.62907,130.76601
36.14579,128.77248
