x,y
33.79758,130.9924
33.90905,130.82484
34.91542,127.74741
35.28175,128.18489
35.27886,128.18877
42.71735,130.74214
33.80431,130.98759
33.8007,130.98854
36.98958,126.6992
36.98349,126.70945
36.9833,126.69109
36.98417,126.68979
36.98302,126.69553
34.1706,131.21761
33.95304,131.22816
33.94801,131.22638
33.94709,131.23001
33.95085,131.22911
33.94995,131.23276
33.9424,130.82715
33.94354,130.82777
33.80091,130.99112
33.78235,131.00015
33.79828,130.98964
33.78481,131.00046
33.77982,130.99869
33.6297,130.76385
33.63115,130.76384
